,review
26,slow buggy loader need restart work awkard default control level learn rope try fix controlsmany camera setting many camera setting right one one need fix camera misbehaviour decides look keep looking see small area make unplayable even adjusting control social game ask help one responds keep asking help one respondsinstalling junk complete waste time
27,played game since came liked like game went ftppfc payforcontent lost half skin aquired started slide never turned around cant argue negative post read play bit pay anything game get old
28,extremely underated super heroe mmorpg played first launched graphic good game play plenty class power use nice storyline get fun well worth
29,0100 hour walked club met alien classified toadarian last kind began party together gentleman club met bunch young men started data expunged themthat story creation game got really really boring
30,wonderful colorful game play little want much want feel got something done game shortage content whether play f2p silver account p2p gold account lifetime account
31,fell love first time played creativity available city hero freedom lot everything gold well worth paying 15 much say free game mmo better wow game arent worth
32,played city hero year good echo really really good itits made modled cryptic carry many mmo element star trek online must admit done right suffers lower population limiting economic elementsi honestly reccomend people want good comichero game isnt marvel dc make character limit gameplay gripe mmo built solid well repetitive gameplay thankfully switched slight mechanic change direct controll blocking animation redice damage telegraphed power attack reward timing skill face tougher opponent letting character autoattack mob also varried well enough variety never really make feel like facing enemy every group progress sure staple face repeatedly mostly cannon fodder beat anywayit make good game done well engaging enough keep going well would say great option want fun mmo isnt serious
33,idea anyone would play game played 3 year ago 100 hour cancelled permanently deleted account becuase shipping address credit card changed mangy crap support im sure game pay win
34,ever wanted create super hero co game thousand costume piece powersets game costume creator one deepest ever seen sometimes find logging spending hour playing around creating unique new toon simply fly around oogling player creationsworth noting co limit gameplay force buy game essential item like map pack one use key instance rental mount forth instead cash shop offer mainly cosmetic item costume piece serf enhance storytelling immersion experience actually affect gameplay major way find refreshing find game gameplay content free regular update monthly event thriving community f2p game paid content never neccessary always welcome
35,game fastpaced control simple intuitive planned xbox360 well pc player play game xbox360 controller wish helping player succeed builtin boost player run roll pick energy health defense boost perhaps fiery shield short period time player also gain skill quickly ability fly level 5 basically something new achieved every level keep player interested respecialization power game player decide dislike choice cryptic said time gimp build specialization power equally viable game
36,game quite fun character creation cool although archetype superhero type limited unless pay overall cool game waste bit time
37,played way longer dc universe honest made friend also account system better doesnt give crap try retrieve game neat way place go without go instance dont need follow hero villain get stupidextra power dont anything unlike dc doesnt take money erase character e_e sorry im going bit hellish quarrel dcuo right anyway seem found 7 usernames related one email mine one would one singular purchase receipt mean come give account without hassle recovery questionsand matter get create character almost every way possible think download faster even though graphic frikkin awesome mission arent interesting intricate going around funny well matter buy extra thing please without running around time cuz there almost always event drive ship
38,paid lot class dumb kid comapny change lost good use money cant get back either fun game microtransactions garbage isnt enough sustinence youll probably find level 8 rping disco fountain area sometimes fun sometimes creep half time sit youre lazy go across world kill people jerk face come way back
39,champion online comic book super hero mmo create super hero well nemesispros extremley deep customization system allows customize hero way color weapon useful cool travel power flying way super speed interactable enviornment use whats around defeat enemy pick bench trash can even car throw massive damage new alert everyday extremely rare see alert twice always differnt thing stop super villans generally fun engaging gameplay keep interrested hour upon hour always coming backcons majority time game total grind fest gold suscriber get extra hero class ton micro transactionstotal rating 710 congrats cryptic first good game
40,cox roleplaying wise way better dcuo game old currently owned company keep server microtransactions game outdated though 610
41,positive1 small tightknit community lot dueling pvp arena diverse interesting pve setting challenges2 lot character customization indepth costume generatorcreator saveload function3 game based actual pen paper game hero system fair ammount serious casual roleplayers4 new player see costume option yaynegative1 f2p player restricted preset power framework questionite farming tedious lot stuff hidden behind paywall2 700 achievement hundred unlockable costume piece game completionists nightmare3 inactive pvp arena obscure queue menues hidden menu
42,flaw like every game champion online best super hero mmo market subject change soh cot wing unlike dcuo actually create charcteri mean really create charcter toggle clothing optionsunlike mh play unique hero seems enjoyable company others
43,steam launcher broken requires first champion login cryptic login say click dont cryptic logic block playing download proprietary crap play gamesimply worth time effort troubleshoot old f2p mmo
44,basically one punch man mmoexcept cant saitama first nude mod make game x1000000 better use iti love customization super power pvp unbalanced hell still interesting community less toxic actually helping mmos block player feature god tier isisnt pay win played free pay play take skill even pay make build absolute trash get outdamaged burden even free play toon arent smart hideout buy customize sidekick nemesis creating gang purple suit giant flaming monkey big robotic trex quest line spastic time often bombarding upto 15 20 quest time add freedom want level max level 40 good gear go beyond consider 140 tutorial use character like 2 nightclub go fairly good music jam roleplaying cup tea hellits night club game superheroes raid amazing role teamwork actually come play well fighting instance citizen recognize superhero often thank praise achievement take time pay attention story actually really interesting honesty though real complaint game apart horrendous pvp balance play probably find want spend money well made game alli give 91100its great game less restrictive dcuo quite fun pulling dirty pic pale short cute girl big natural
45,okay guy playing champion online free 900 day think time say much like game 1 never get huge da best 2 im greatest best im wont ever guess xd 3 play already stop reading play dammit go level get better mother p love inuyasha1
46,tried cant get past awful face matter character horrible potato nose massive gutter nose mouth wide enough let thames snot flow along
47,used play city hero coh champion online co came tried found derivative coh content seemed bit thin comparison coh around year environment absolutely immense varied suppose didnt give co fair shake played little week recent fit nostalgia reinstalled game found quite enjoyable though best mmo far better dc universe online painfully obvious dcuo written console game thats another review another timeid give champion online solid 75 10 best mmo currently best superhero mmo availableone caveat though prepared pay subscription fee game stripped freetoplay player prohibitively expensive purchase content one piece time subscription best option
48,1 download2 wait patch 6000 mb3 create character4 make awesome character5 finish character6 play7 uninstallboring game meyou create hero wantthis awesomeyou create anything wantdeadpoolbatmanetcyou write storythe hero player look awesomegraphics dont look badcool game
49,happy pay game merely good pay ton money ready put paytowin model mad enough pay lts 300 pay amount get stuff well travel power hideout aura costume vehicle even ingame currency questionite etc enjoy game else like good character creator tough cause restricted new player anyways victor zvyagin long timeago supporter game ltser veteran vet perk p sсrew stupid system valve making u play game 5 min order review played co even steam
50,online game given experience looking would say better dc universe online many way would definitely recommend game anyone
51,game great start say great potencial good community big u first launch game pick 8 archetype class archytypes new 8 7 cant see game try hide p2w system cant get class playing game cant free archytypes game actually hard mob dealing big dmg die tutorial u pick free archytype problem anything literally op customization free player like none existent thats ok problem sidekick mean npc player friend real money problem travel power real money problem ing class 1175 zen 18 e 9 e 1000 zed buy gold membeship hero still ing 15 e character slot 2 need buy another two 1400 game money grinder big money grinder still love game awesome p2w archytypes killing game hardly without friend chance complete quest free archytype ing problem quest repatitive go kill dude go kill dude go picked someand go back go save dude thats mission whatever called ing great idea prison break dungeon normal map team system location great still sad must say really love game dont play pro good communitywith friend badif u dont give p2w system great timegood free map dungeon questsgood team systemnew style wearing geargood tutorialnegative cant play archytypes mean free champ useless powerfull payed heroesif u played solo boring quest cant alone need progressrepatitive dungeon boss dont fasses one two spell thats allbad tank system aoe tank everytime u play healer get much dmg tankwhen u group 3 people exping challenge play one hand kill everybodynobody playing event like pvpif u wan na good custom hero need spend lot ing moneyvehicles u pay dont worry travel power vehicle deal dmg small dmgdying community game dying real challenge playersno real enemy gang thats enemy half game gang like purple gangmaniacschines ninja dude stuff like stupid respawn system location like enemy respawned behind u edthat game ing awesome potencial balance hero new player get much popular final verdict dont play right dont play better game good community really closed nobody playing game much secret p2w system rating 310 rebalance free hero everybody 8 sad game love time dont love dont play play better game rebalance hero player come back game new review thats
52,game great start say great potencial good community big u first launch game pick 8 archetype class archytypes new 8 7 cant see game try hide p2w system cant get class playing game cant free archytypes game actually hard mob dealing big dmg die tutorial u pick free archytype problem anything literally op customization free player like none existent thats ok problem sidekick mean npc player friend real money problem travel power real money problem ââââing class 1175 zen 18 e 9 e 1000 zed buy gold membeship hero still ââââing 15 e character slot 2 need buy another two 1400 game money grinder big money grinder still love game awesome p2w archytypes killing game hardly without friend chance complete quest free archytype ââââing problem quest repatitive go kill dude go kill dude go picked someââââââand go back go save dude thats mission whatever called ââââing great idea prison break dungeon normal map team system location great still sad must say really love game dont play pro good communitywith friend badif u dont give ââââ p2w system great timegood free map dungeon questsgood team systemnew style wearing geargood tutorialnegative cant play archytypes mean free champ useless powerfull payed heroesif u played solo boring quest cant alone need progressrepatitive dungeon boss dont fasses one two spell thats allbad tank system aoe tank everytime u play healer get much dmg tankwhen u group 3 people exping challenge play one hand kill everybodynobody playing event like pvpif u wan na good custom hero need spend lot ââââing moneyvehicles u pay dont worry travel power vehicle deal dmg small dmgdying community game dying real challenge playersno real enemy gang thats enemy half game gang like purple gangmaniacschines ninja dude stuff like stupid respawn system location like enemy respawned behind u ââââedthat game ââââing awesome potencial balance hero new player get much popular final verdict dont play right dont play better game good community really closed nobody playing game much secret p2w system rating 310 rebalance free hero everybody 8 sad game love time dont love dont play play better game rebalance hero player come back game new review thats
53,sit cactus feel believe fun less painful playing champion onlineafter beloved city hero got shut decided try thing played solid month got bored month tedious combat mmo ever played attack auto hit real strategy speak stand button mash coh could strategize enhancing power damage accuracy range etc chance attack would miss careful use pew pew pew mindlesslyi wanted telekinetic character bloody annoying throw one single object click object click lift click target click throw click click click click one attack wont even one shot even level trash mob mechanic game boring choremost content stuck behind pay wall problem unlike dc universe online sub worth youd paying boring game rather playing boring game free ive idea marvel mmo like want hero play dc universe online simply mourn cox demisethe one tiny good thing game sheer choice travel power worth sod cactus stick fork eye still less painful champion online
54,good game lot potential thats run money paytowin thing actually progressing game obtained skill quest minus fact literally buy level 30 storethe problem game put much emphasis character creation customization surprising amount thing moneylocked normally something complain get little salty considering main reason joined game customizeoverall enjoyable experience youre creative easy navigate large open world quest leave striving dont really bother money youre mostly fun look big part game
55,game money real money bunch stuff u need u must pay game one best worst skill tree ever seen game stuped al bad community instal 2 try dont reccomend u
56,champion online free standard basebuilding tower defenseoffense game youve seen hundred time time got thin veneer cod franchise sprayed top champion bit come fact leading character previous game franchise show help boost force usual leveling system implemented complete inapp purchase make go faster way 9999 almost double cost latest console game way subtle fella
57,definitely play play notice didnt say pay win would way make game slightly enjoyable would buy zen make champion look cool like total gameplay absolute garbage honestly expected better perfect world graphic awful honestly everything looked washed terrible get guy tried make game look like comic book dang even comic book color biggest waste 8 gig ive ever seen life
58,really like bland stock superheros ugly costume game boring combat boring environment even found way make flight boring possible stay away unless youve played every superhero related videogame thats ever released even eh
59,character creator restrictive cough dollarsmost archetypesclasses locked behind paywallcrappy tutorialyou earn ingame currency get premium currency buy stuff would normally cost real money expect grindingcity villain betterapril 9 2018game deadno substantial content update 2 year counting devs gave game
60,okchampions onlinewhat saycrap simply crap char creation good click jump actualy play heap dev ignored rubbish angry angry actualy allowed take space hard drive dont download dont trust say definatly better f2p game f2p game cause die eye cancer looking utter dirt game
61,well wan na play game good fin luck tried regester account regester yet manage screw came 2 thing either date birth invalid email already use attempt creating account confirmation email cant complain official webcite dont account make game make sure get loading screen note tried 2 seperate email yet problem
62,played 10hrs thing dcuo like something game enjoy wide variety power gear think importantly new idea world lore find interesting game hang ups tho
63,wow there harsh critisizm hanging around people didnt even give game time dayive played great many mmos time champion one always come back nothing beat feeling swingingrunningflying city beating bad guy saving civilliansi orginally got came looking replacement fill freedom force shaped hole heart ive playing ever since even survived buyout pwe game gone lot change positive there still plenty reason playsome good pointswalking door access create hero every physical aspect rather choosing one 8 premade face skin tone hundred option available yes choose buy top thirty odd slider change size shape detail every choice youve madealso walking door hero already fly super speed teleport dont wait hit x level get mount feel like super hero fly punch guy send flying lazer eye breathe ice indestructable set fireyou make hero dream set archatypes function prebuilt class give choice solid theme power set real joy going freeform making hero drawing power set want want make speedster weilds sword us friction throw fire done want robot ninja shotgun done psychic dinosaur outer space got covered even sky isnt limitthe story comic booky selfaware sense humorthey frequently releasing new comic book story event costume part even power setsthe player base friendly supportive online game ive played player actually happy help tell get cool thing talk charactersa bad thingsyes game f2p mean play without giving money access bit bob cool thing player however willing devote time game fact get everything paying player selling ingame currency real moneythe graphic little behind would considered norm moment said dose make easier run older computersthe amount frontloaded personalization seem intimadating starting jump youll figure dont afraid make messin closing dont like superhero genre game probably isnt makeing choice customizing character sound like much work youd probably happier elsewhere love comic book creative sort spending hour end designing redesigning playing superheroes sound like kind fun time could one best game youll ever buy notbuy
64,never like graphic forced turn default bigblockyoutline effect never first place generally work character look bit place rest world half character still outline actually character never really look like actually fit world graphically costume designer alright though asymmetrical option lacking greatly overall option arent really spectacular real problem there significant choice noncostume part character look remarkable similar large portion rest world matter cromagnon stance seems default male character bad let shove chest pose female plotlines seem pulled right bad hero system chapter dragon magazine wannabe never sold despite box dev comment say never really feel like youve changed anything world mission everyone thingsreally bright spot game freeform character thats bad game could learn something entire game really cant live alonei desperately miss city hero game simply cant fill role doesnt seem like tried despite cryptic game youd think theyd clue
65,recommend game really need superhero fix balance awful gameplay unsatisfying general worse city heroesvillains ever
66,game look like babbys first mmo mediocre model texture play like twelve year old stretch armstrong barbies tron character bland steriotypical story joke right powerset enemiesbut love muchi recommend game clearly crippling addiction otherwise would hypocritical writing actively working add already 320 hour gameplay please send helpoh free play option garbage though completely strip away truly enjoyable part atrocity game raw unchained absurd customizability character power
67,waste time one worst character creation system ive seen placing item beginning menu character creation take away havent bought ridiculous thinly veiled attempt hook make pay look really want even though already basic get dc online offered far better system cost whatsoever want play superhero mmo play dc online still pay stuff least dont right start get huge variety thing pick fighting style movement style etc wont waste another minute megabyte champion online
68,huge promoter game began loved fast paced combat amazing character creator cool cartoon graphic best ability pick choose whatever power wantedgot lifetime subscription day one say really enjoyed long timethere kink system didnt seem finished yet figured let stick around five year would get better better getting better abandoned earlier thing added new broken thing putting costume power even mission contentthen changed started going pot perfect world bought lockbox galore good stuff held away playing free version terrible game lot potential gone poof
69,terribad combat system horrific graphic everything bad game enjoy one minute game would ever even look game please waste time want 23 hour back
70,really like game see lot people saying cant make cool character amazing character customization feel thats wrong free part make pretty amazing dragon themed character demonic character feralbeast character even robot power armor true buy customizaton option truly get unleashed creation none less still awesome highlight game gameplay love comic book style theme feel feel like im playing comic book hero game keep adding dlc seem like game stagnated actual play im second account one around 13 hour lost original di still feel like game worth playing many game give level customization actual ful use range power weapon power flightmovement mode sure skin personally surfing ice rock fire like still pretty awesome
71,terrible lot micro transaction thats hat expected f2p game day graded gold im dazzled get little interesting massive character customization option husband adore believe keep u playing
72,make true reviewday 1 started didnt like muchday 2 started like cause got powersday 3 started hate cause boring graphic horrible affenceday 4 realised waste time stop playing whileday 5 started paly started hate moreday 6 omg week life game crapday 7 ok week life game wow sucksday 8 play 6 day gameday 9 omg suck whyday 10 week suck omg addictedday 11 scre game graphic suck game play boring story suck
73,worth one first thousand go gun ho game many reviewer stated worth get make character right away difference obviousyou given believe 3 difference class power set realy even honestly class developer descided youd like pick one customize appearance 2nd problem good attire customizations require micro transaction 1000 spend little picked pyro class made carbon copy hot head time play wich get enjoy tutorial part game sadly even descent storyline free hook run city destroying insectoids welcome game first 8 quest que alert 30 pre picked skill inserted character free play expierence nutshell unlessyou descide buy freeform char token 5000 subscribe monthly subscription oh wait look new thing freedom customizations try combo mixing matching power heart content trying costume eye character look feel awsome finally time save world champion online right wrong tutorial que 8 quest hit lvl 5 15 wichever que alert sure ability pick choose want pay game fun ultimately even 15 month give everything buy little flight power little custome travel power maybe one extra costume exansion know youve spent 5000 first month nothing show itwhats sad ive always dreamed descent superhero game love idea anybody mention dc universe leave go good hero game champion realy could soo much potential old day like devs game moment big shot company offer money buy creator could wait take money grease like overzealous pig race like everything else perfect world entertainment purchase becomes microtranactions prostitutionbased game play please anybody descides play read review one thumb lieing game realy horrid piece trash could great fell far far
74,combat horribly boring there hero faction villain meaningful pvp term lore oh there also lore character customization best part game far also good part movement slow youre ing super hero shouldnt run slower every mmo character everits fun hour nothing beyond also doesnt feel open world
75,combat horribly boring there hero faction villain meaningful pvp term lore oh there also lore character customization best part game far also good part movement slow youre ââââing super hero shouldnt run slower every mmo character everits fun hour nothing beyond also doesnt feel open world
76,champion online simply love mmorpgits great play alone also great play friendswith wide range mission beautifull comicish world explore game game mustve played atleast oncewhile im writing reccomendation im pas 200 hour gameits totally free nothing pay get full potential game even tho spend quite buck game get premium archtypes character class new hideout combat system easy fun work game also wide range pvp challenge pve challenge load achievement socalled perk unlock keep busy long time also huge mission take hour complete called adventurepacks free play 4 time day mission storyline really give amazing experience alot fun wouldnt recommend alone tho get friend togheter last rp community game mostly kind alot fun experience supergroups little roleplay adventure random stranger looking rp id suggest goign club caprice 9510its really good game overall premium content really expensivethanks reading hope see theregarry valkyrie
77,extensive character creator ever seen mmorpghttpssteamcommunitycomsharedfilesfiledetailsid1510212437httpssteamcommunitycomsharedfilesfiledetailsid1510212936httpssteamcommunitycomsharedfilesfiledetailsid1510212574i actually died durilng tutorial finally mmorpg challenge use ability exploit game mechanic win dit would nice character movement faster gameplay weight felt impactfull
78,programmer made city hero city villain excellent game longer available city hero best superhero game ever aoe power gameplay great tank herd blaster nukechampions online attempt make city hero action game click time attack franticactionfilled manner opposed city hero timing powerset attack gameplay style word champion online button pushing less thinkingchampions online fighting game city hero action strategy role playing gametoo bad city hero longer existsa game similar city hero dc universe onlinei would play dc universe instead also free playeven said would recommend game others like fast action button clicking superhero genre free play
79,one best game ever playedif get bored start level 114 something normalthe fun start reach level 14 able explore millanium city map like southern desert canadian mapi found interesting use creativity anything want create even change character time play gamethrust warth spending time
80,tldr definitely try want roleplaythis game best role playing purposesits literally reason keep coming back play occasionally role play character respective storyies also fun click random player around check bio happen one course everyone play game rping ive read creative story type character story complex creator full wikistyled web page dedicated detailing character however ingame bio character limit cant come three long paragraph text hit limit formatting create bold colour text also count towards character limit count want make fancy elaborate bio youll hit limit fast cost losing potential space add detail character storywhats particularly great game world outside base canon lore youre still much free creating almost literally every type hero andor villain imagine want create cyborg robot demon angel generic metahuman super strength miniature butterfly guy power teleportation vampire alien bunny ear guitar accessory imagine likely sheer number possible character game creation system quite simply put world game currently available mmos come remotely close kind customization including character bio back story want invent one outside making appearance uniquenot mention there infamous club caprice place roleplayers meet youre shall say complex rping need privacy also invite partner place indeed there hideout invite player inside penthouse moon base there quite good selection smaller others thoughim speaking roleplaying aspect pretty much ignored actual game behind curtain real game champion online roleplay everything else offer behind curtain year ive literally leveled one character level 35 stopped past two year max level 40 character level 25 literally buy hideout costume costume pack costume slot best character character aura mostly due roleplayso coming rather humble roleplayer absolutely recommend game however youre looking good actual mmorpg possibly care wont even approach rp capability recommend instead id go something else like elder scroll online black desert even blade soul
81,game every way shape form step back game already came 10 year ago city hero decided continue champion online completely shut coh completely baffle guess microtransaction model already place champion seemed profitable regardless ive lost respect company selling like thatbasically game standard free play microtransaction bullcrap plague market today ploy use get money laughable instance build first character item included thing halloween pack dryad pack allow select without indicator name purchase even though item selectable ancient armor cosmetic clearly state must purchased basically trick thinking item selectable available character done finishing character pop dialogue saying item must purchased otherwise show game turn shock pay thing like halloween pack dryad pack absolutely scummy way trying trick user paying top character creation huge step coh half item put certain combo certain scaling common one might add awful looking graphical glitch like shoulder pad shoulder pop right show visibly outside top get actual game cell shaded even though character creation screen basically get character doesnt even look like createdin general cel shaded graphic look like also huge step backward already gorgeous game 10 year old graphic cohthere also less half choice unique cool skill set coh ridiculous melee class weapon class forget cool thing claw spikescombat awful leveling dumbed basically made game people dont want worry building character rpg style want play mindless arcadelike gamethe game half character passion original game really sad see left glorious cohif want play freetoplay mmo superheros mmo superheros matter dc online game way go perfect better every way shape form lackluster game champion online isdont waste time game trash
82,like customize alot choose game game alot fun course youre instrested hero jump millenium city protector game right
83,jack jill went hill fetch pail waterjack fell broke crownand jill got scammed developerjill like game one lameeven though freethe developer lie cheat scam daywithout conscience seemsthey promise promise taking moneyand say theyre lo behold piece pulled beforepeople like cause problem allthey cancer industryand must solvedlets boycott crap hopefully slapthe maker game faceyou mislead community lose impunitythese developer disgrace
84,never played game dont really plan play anytime soon tried play trashy laptop one time laptop like reason writing review steam summer sale want review game yeah anyway hope day going alright farhave noticed lol gone meaning laugh loud dont anything else say feel respond think might new zealand thing remember skux thingthis year started using word sup ironically cant stop think problemwell anyway im going give game vote due fact itumokay byeupdate turn summer sale wanted vote review write one ownit seems egg face
85,low point overall still pretty enjoyable havent explored every aspect game main scenario pretty fun there multiple sandbox play get bored one hop another there also alert unlock lvl 10 fast leveling thats want think people complain vehicle havent gotten one yet one cant help love advised atleast get gold membership one month try archtypes find one like purchas archtype instead wasting money something doesnt work could keep gold membership going character customization isnt much detailed vast ton mix match piece use build hero several option add glow certain costume part eye
86,need superhero fix city hero shut thisll probably dosystem requirement seem bit higher city hero might need upgrade city hero near peak system performancethe game world doesnt feel welldeveloped city hero pay barrier seem quite obvious loading map mission might notice topleft corner still need download additional asset werent downloaded launcher patchingall secondrate competitor city hero since shut firstrate superherobased mmo
87,well sad truly hoped game would live grow bigger stopped playing back game offered much im almost baffled fact devs restricted almost 100 new content paying customer took stuff already free added price tag justification upon time game offered freetoplay user perfect alternative looking superhero game doesnt offer anything taste even thati stress enough dont play game fact waste time principle took perfectly fine game game surprised full colorful dull devs ruined something good dont deserve time 010 way
88,friend able make winged wolf furries oje there canine head two wing maybe removed actually played looked nothing like graphic like cartoon 310 game may potential make serious graphic canine shark furry stuff available start im seeing thats another part unlimited cant get friendss want unlimited character creation lie
89,got 10 minute somebody criticized guy 4 5 duder named flea who super power jumping really highi couldnt shoot face uninstalled
90,trashy game trash dont waste time game away decent one even superheroes themeno matter hard try stay date gear enemy always hit hard matter levelthe animation ai also suck much rather go play atari 2600 game
91,im sorry game wasnt goodi hard time getting around due tolagsbad controlslack directionsanddddddddddtoo many enimies cant believe said thatthhe game suffered lack direction terrible control server related lag fun
92,wish could recommend game playing since launched time progressed fun part character building freeform power gated behind either 15mo sub 50 onetime purchase single freeform slot however plan check back game every month game used love played beta quite lot back daysome proscontroller support goodcharacter designercreator enjoyableeasy learnmax level 40 prefer lower max lvl cap high onesfreeish
